idx,Base salt,Initial loading,Final loading,Fitness
640,Na2SiO3,5.0,6.0,1.11
641,Na2SiO3,0.0,6.0,1.81
642,Na2SiO3,0.0,5.0,1.81
643,Na2SO3,0.0,7.0,1.56
644,Na2SO4,7.0,10.0,0.97
645,Na2SO4,0.0,10.0,1.58
646,Na2SO4,0.0,7.0,1.58
647,Na2TeO3,0.0,5.0,2.59
648,Na2WO4,0.0,2.0,3.49
649,Na2Zn(SO4)2,0.0,4.0,2.37
650,Na2ZnCl4,0.0,3.0,2.06
651,Na3AsO4,0.0,12.0,1.8
652,Na3C6H5O7,0.0,2.0,1.81
653,Na3HP2O7,1.0,6.0,1.68
654,Na3HP2O7,0.0,6.0,1.77
655,Na3HP2O7,0.0,1.0,2.4
656,Na3PO4,0.0,12.0,1.64
657,Na4P2O7,0.0,10.0,1.8
658,Na5P3O10,0.0,6.0,2.04
659,NaAl(SO4)2,0.0,12.0,1.67
660,NaBO2,0.0,4.0,1.74
661,NaBO3,0.0,4.0,1.7
662,NaBr,0.0,2.0,2.18
663,NaCH3COO,1.5,3.0,1.16
664,NaCH3COO,0.0,3.0,1.45
665,NaCH3COO,0.0,1.5,1.53
666,NaCHOO,2.0,3.0,1.09
667,NaCHOO,0.0,3.0,1.54
668,NaCHOO,0.0,2.0,1.54
669,NaCl,0.0,2.0,1.65
670,NaClO2,0.0,3.0,1.72
671,NaClO4,0.0,1.0,2.1
672,NaCN,0.5,2.0,1.22
673,NaCN,0.0,2.0,1.37
674,NaCN,0.0,0.5,1.49
675,NaCr(SO4)2,0.0,12.0,1.68
676,NaH2PO4,0.0,2.0,1.91
677,NaH2PO4,0.0,1.0,2.07
678,NaHC2O4,0.0,3.0,1.92
679,NaHC2O4,0.0,1.0,2.23
680,NaHgCl3,0.0,2.0,3.44
681,NaHSO4,0.0,1.0,2.11
682,NaI,0.0,2.0,2.48
683,NaIO3,1.0,5.0,2.34
684,NaIO3,0.0,5.0,2.5
685,NaIO3,0.0,1.0,3.47
686,NaKC4H4O6,0.0,4.0,1.81
687,NaNiF3,0.0,3.0,2.58
688,NaOH,3.5,7.0,0.83
689,NaOH,1.0,7.0,1.18
690,NaOH,0.0,7.0,1.13
691,NaOH,3.5,4.0,0.62
692,NaOH,1.0,4.0,1.19
693,NaOH,0.0,4.0,1.42
694,NaOH,1.0,3.5,1.24
695,NaOH,0.0,3.5,1.5
696,NaOH,0.0,1.0,1.75
697,Nd(NO3)3,4.0,6.0,1.89
698,Nd(NO3)3,3.0,6.0,2.0
699,Nd(NO3)3,0.0,6.0,2.27
700,Nd(NO3)3,3.0,4.0,2.17
701,Nd(NO3)3,0.0,4.0,2.52
702,Nd(NO3)3,0.0,3.0,2.52
703,Nd2(CrO4)3,2.0,7.0,2.99
704,Nd2(CrO4)3,0.0,7.0,3.15
707,NdCl3,0.0,6.0,2.4
708,(NH4)2C2O4,0.0,1.0,1.5
709,(NH4)2Co(SO4)2,2.0,6.0,1.36
710,(NH4)2Co(SO4)2,0.0,6.0,1.95
711,(NH4)2CuCl4,0.0,2.0,1.98
712,(NH4)2Cu(SO4)2,2.0,6.0,1.1
713,(NH4)2Cu(SO4)2,0.0,6.0,1.98
714,(NH4)2Fe(SO4)2,0.0,6.0,2.07
715,(NH4)2Mg(SO4)2,4.0,6.0,1.07
716,(NH4)2Mg(SO4)2,2.0,6.0,1.21
717,(NH4)2Mg(SO4)2,0.0,6.0,1.53
718,(NH4)2Mn(SO4)2,2.0,6.0,1.64
719,(NH4)2Ni(SO4)2,0.0,6.0,1.92
720,(NH4)2Zn(SO4)2,2.0,6.0,1.74
721,(NH4)2Zn(SO4)2,0.0,6.0,1.92
722,(NH4)3AsO4,0.0,3.0,1.67
723,(NH4)3PO4,0.0,3.0,1.46
724,NH4(UO2)2F5,3.0,4.0,3.87
725,NH4(UO2)2F5,0.0,4.0,4.2
726,NH4(UO2)2F5,0.0,3.0,4.39
727,NH4Al(SO4)2,3.0,12.0,1.41
728,NH4Al(SO4)2,1.0,12.0,1.57
729,NH4Al(SO4)2,0.0,12.0,1.6
730,NH4Al(SO4)2,1.0,3.0,1.5
731,NH4Al(SO4)2,0.0,3.0,1.6
732,NH4Co(SO4)2,0.0,12.0,1.76
733,NH4Cr(SO4)2,6.0,12.0,1.34
734,NH4Cr(SO4)2,2.0,12.0,1.6
735,NH4Cr(SO4)2,0.0,12.0,1.73
736,NH4Cr(SO4)2,2.0,6.0,1.56
737,NH4Fe(SO4)2,0.0,12.0,1.79
738,NH4V(SO4)2,0.0,12.0,1.75
739,Ni(HCOO)2,0.0,2.0,2.21
740,Ni(IO3)2,0.0,2.0,4.01
741,Ni(NO3)2,0.0,6.0,2.05
742,NiC2O4,0.0,2.0,2.48
743,NiCl2,4.0,6.0,1.29
744,NiCl2,2.0,6.0,1.57
745,NiCl2,0.0,6.0,1.85
746,NiCl2,2.0,4.0,1.42
747,NiCl2,0.0,4.0,1.73
748,NiCl2,0.0,2.0,2.62
749,NiF2,0.0,4.0,2.28
750,NiSeO3,0.0,2.0,3.42
751,NiSO4,6.0,7.0,1.2
752,NiSO4,0.0,7.0,1.94
753,NiSO4,0.0,6.0,2.07
754,NiSO4,1.0,4.0,2.2
755,NiSO4,0.0,4.0,2.39
756,NiSO4,0.0,1.0,3.36
757,Pb(CH3COO)2,0.0,3.0,2.61
758,Pr(NO3)3,4.0,6.0,1.88
759,Pr(NO3)3,3.0,6.0,1.99
760,Pr(NO3)3,0.0,6.0,2.27
761,PrBr3,0.0,6.0,2.87
762,PrCl3,6.0,7.0,1.44
763,PrCl3,0.0,7.0,2.0
764,PrCl3,0.0,6.0,2.04
765,PtCl4,3.5,5.0,2.55
766,PtCl4,0.0,5.0,2.78
767,PtCl4,0.0,3.5,2.99
768,PuBr3,0.0,6.0,3.51
769,Rb2Co(SO4)2,2.0,6.0,2.39
770,Rb2CO3,1.5,3.5,2.27
771,Rb2CO3,1.0,3.5,2.35
772,Rb2CO3,0.0,3.5,2.5
773,Rb2CO3,1.0,1.5,2.9
774,Rb2CO3,0.0,1.5,3.11
775,Rb2CO3,0.0,1.0,3.26
776,Rb2CuCl4,0.0,2.0,2.93
777,Rb2Mg(SeO4)2,2.0,6.0,2.53
778,Rb2Mg(SeO4)2,0.0,6.0,2.69
779,Rb2Mg(SeO4)2,0.0,2.0,2.54
780,Rb2Mg(SO4)2,4.0,6.0,2.03
781,Rb2Mg(SO4)2,2.0,6.0,2.2
782,Rb2Mg(SO4)2,0.0,6.0,2.39
783,Rb2Mg(SO4)2,0.0,2.0,2.4
784,Rb2Mn(SO4)2,2.0,6.0,2.31
785,Rb2Ni(SeO4)2,0.0,6.0,2.9
786,Rb2Ni(SO4)2,2.0,6.0,2.41
787,Rb2Ni(SO4)2,0.0,6.0,2.59
788,Rb2Zn(SO4)2,2.0,6.0,2.43
789,RbAl(SeO4)2,0.0,12.0,2.11
790,RbAl(SO4)2,0.0,12.0,1.88
791,RbCr(SO4)2,0.0,12.0,1.95
792,RbF,1.0,1.5,2.52
793,RbF,0.0,1.0,2.9
794,RbFe(SO4)2,0.0,12.0,2.0
795,RbOH,1.0,2.0,2.15
796,RbOH,0.0,2.0,2.46
797,RbOH,0.0,1.0,2.84
798,RbTi(SO4)2,0.0,12.0,1.92
799,RbV(SO4)2,0.0,12.0,1.92
800,ReCl3,0.0,1.67,2.8
801,ScCl3,0.0,6.0,1.74
802,Sm(NO3)3,4.0,6.0,1.96
803,Sm(NO3)3,3.0,6.0,2.04
804,Sm(NO3)3,0.0,6.0,2.35
805,Sm(NO3)3,3.0,4.0,2.02
806,Sm(NO3)3,0.0,4.0,2.34
807,Sm(NO3)3,0.0,3.0,2.33
808,Sm2(CrO4)3,2.0,7.0,3.1
809,Sm2(CrO4)3,0.0,7.0,3.24
810,Sm2(CrO4)3,0.0,2.0,3.26
811,SmCl3,0.0,6.0,2.38
812,SnBr4,0.0,5.0,3.17
813,SnCl2,1.5,2.0,2.36
814,SnCl2,0.0,2.0,2.71
815,SnCl2,0.0,1.5,2.69
816,SnCl4,5.0,8.0,1.51
817,SnCl4,4.0,8.0,1.6
818,SnCl4,3.0,8.0,1.69
819,SnCl4,2.0,8.0,1.77
820,SnCl4,0.0,8.0,1.94
821,SnCl4,4.0,5.0,1.82
822,SnCl4,3.0,5.0,1.93
823,SnCl4,2.0,5.0,2.04
824,SnCl4,0.0,5.0,2.27
825,SnCl4,3.0,4.0,1.96
826,SnCl4,2.0,4.0,2.11
827,SnCl4,0.0,4.0,2.36
828,SnCl4,2.0,3.0,2.19
829,SnCl4,0.0,3.0,2.48
830,SnCl4,0.0,2.0,2.65
831,SrBaAl4Si12O32,7.0,10.0,3.48
832,Sr(BrO3)2,0.0,1.0,3.81
833,Sr(ClO4)2,2.0,3.0,2.28
834,Sr(ClO4)2,1.0,3.0,2.42
835,Sr(ClO4)2,0.0,3.0,2.55
836,Sr(ClO4)2,1.0,2.0,2.39
837,Sr(ClO4)2,0.0,2.0,2.54
838,Sr(ClO4)2,0.0,1.0,2.56
839,Sr(HCOO)2,0.0,2.0,2.26
840,Sr(IO3)2,1.0,6.0,3.87
841,Sr(IO3)2,0.0,6.0,3.99
842,Sr(IO3)2,0.0,1.0,4.47
843,Sr(NO3)2,0.0,4.0,2.26
844,Sr(OH)2,2.0,8.0,1.64
845,Sr(OH)2,1.0,8.0,1.78
846,Sr(OH)2,0.0,8.0,1.9
847,Sr(OH)2,1.0,2.0,2.81
848,Sr(OH)2,0.0,2.0,3.19
849,Sr(OH)2,0.0,1.0,3.05
850,SrBr2,1.0,6.0,2.32
851,SrBr2,0.0,6.0,2.44
852,SrBr2,0.0,1.0,3.89
853,SrC2O4,0.0,1.0,2.68
854,SrCl2,2.0,6.0,1.7
855,SrCl2,1.0,6.0,1.83
856,SrCl2,0.0,6.0,1.96
857,SrCl2,1.0,2.0,2.48
858,SrCl2,0.0,2.0,2.72
859,SrCl2,0.0,1.0,2.92
860,SrI2,2.0,6.0,2.48
861,SrI2,1.0,6.0,2.59
862,SrI2,0.0,6.0,2.7
863,SrI2,1.0,2.0,3.56
864,SrI2,0.0,2.0,3.75
865,SrI2,0.0,1.0,4.63
866,SrO,0.0,8.0,1.85
867,SrSiF6,0.0,2.0,2.98
868,SrTeO3,0.0,1.0,4.22
869,Tb(NO3)3,4.0,6.0,2.04
870,TbCl3,0.0,6.0,2.49
871,TbPO4,0.0,2.0,5.4
872,Th(NO3)4,4.0,5.0,2.43
873,Th(NO3)4,0.0,5.0,2.81
874,Th(NO3)4,0.0,4.0,3.11
875,TlAl(SO4)2,0.0,12.0,2.23
876,TlCr(SO4)2,0.0,12.0,2.23
877,TlBr3,0.0,4.0,3.65
878,TlCl3,0.0,4.0,2.98
880,U(SO4)2,0.0,4.0,3.6
881,UBr4,0.0,9.0,3.23
882,UCl3,6.0,7.0,2.31
883,UCl3,0.0,7.0,3.0
884,UCl3,0.0,6.0,2.8
885,UF4,0.0,2.5,4.72
886,UF4,0.0,2.0,6.32
887,(UO2)3(PO4)2,4.0,6.0,4.22
888,(UO2)3(PO4)2,0.0,6.0,4.45
889,(UO2)3(PO4)2,0.0,4.0,4.47
890,UO2(CHOO)2,0.0,1.0,3.68
891,UO2(NO3)2,3.0,6.0,2.49
892,UO2(NO3)2,2.0,6.0,2.61
893,UO2(NO3)2,1.0,6.0,2.71
894,UO2(NO3)2,0.0,6.0,2.81
895,UO2(NO3)2,2.0,3.0,3.05
896,UO2(NO3)2,1.0,3.0,3.14
897,UO2(NO3)2,0.0,3.0,3.27
898,UO2(NO3)2,1.0,2.0,3.45
899,UO2(NO3)2,0.0,2.0,3.61
900,UO2(NO3)2,0.0,1.0,3.59
901,UO2Br2,1.0,3.0,3.78
902,UO2Br2,0.0,3.0,3.94
903,UO2Br2,0.0,1.0,3.91
904,UO2Cl2,1.0,3.0,3.38
905,UO2Cl2,0.0,3.0,3.55
906,UO2Cl2,0.0,1.0,4.32
907,UO2SO4,3.0,3.5,3.08
908,UO2SO4,2.5,3.5,3.13
909,UO2SO4,1.0,3.5,3.37
910,UO2SO4,0.0,3.5,3.54
911,UO2SO4,2.5,3.0,3.5
912,UO2SO4,1.0,3.0,3.67
913,UO2SO4,0.0,3.0,3.85
914,UO2SO4,1.0,2.5,3.68
915,UO2SO4,0.0,2.5,3.85
916,UO2SO4,0.0,1.0,3.8
917,UO3,1.0,2.0,4.69
918,UO3,0.9,2.0,4.72
919,UO3,0.0,2.0,4.99
920,UO3,0.9,1.0,6.85
921,UO3,0.0,1.0,7.05
922,UO3,0.0,0.9,7.03
923,V2O5,0.0,1.0,2.72
924,VBr3,0.0,6.0,2.58
925,VCl3,4.0,6.0,1.34
926,VCl3,0.0,6.0,1.84
927,VCl3,0.0,4.0,1.97
928,VF3,2.0,3.0,1.66
929,VF3,0.0,3.0,2.14
930,VF3,0.0,2.0,2.47
931,VOSO4,5.0,6.0,1.32
932,VOSO4,3.0,6.0,1.57
933,VOSO4,1.0,6.0,1.84
934,VOSO4,0.0,6.0,1.97
935,VOSO4,3.0,5.0,1.63
936,VOSO4,1.0,5.0,1.91
937,VOSO4,0.0,5.0,2.06
938,VOSO4,1.0,3.0,2.09
939,VOSO4,0.0,3.0,2.28
940,VOSO4,0.0,1.0,2.5
941,WO3,0.0,1.0,5.75
942,Y2(CO3)3,1.0,3.0,2.98
943,Y2(CO3)3,0.0,3.0,3.11
944,Y2(CO3)3,0.0,1.0,3.13
945,Y2(SO4)3,0.0,1.0,2.74
946,YBr3,8.0,10.0,1.58
947,YBr3,0.0,10.0,2.2
948,YBr3,0.0,8.0,2.38
949,YCl3,0.0,6.0,2.01
950,YPO4,0.0,2.0,3.15
951,Yb(NO3)3,4.0,5.0,2.2
952,YbPO4,0.0,2.0,7.63
953,Zn(CH3COO)2,1.0,2.0,1.59
954,Zn(CH3COO)2,0.0,2.0,1.74
955,Zn(CH3COO)2,0.0,1.0,1.7
956,Zn(ClO4)2,4.0,6.0,1.77
957,Zn(ClO4)2,0.0,6.0,2.22
958,Zn(HCOO)2,0.0,2.0,2.21
959,Zn(NO3)2,4.0,6.0,1.56
960,Zn(NO3)2,2.0,6.0,1.81
961,Zn(NO3)2,0.0,6.0,2.06
962,Zn(NO3)2,2.0,4.0,1.95
963,Zn(NO3)2,0.0,4.0,2.26
964,Zn(NO3)2,1.0,2.0,2.35
965,Zn(NO3)2,0.0,2.0,2.54
966,Zn(OH)2,0.0,1.0,3.05
967,ZnBr2,0.0,2.0,3.02
968,ZnC2O4,0.0,2.0,2.48
969,ZnCl2,3.0,4.5,1.36
970,ZnCl2,2.5,4.5,1.43
971,ZnCl2,1.33,4.5,1.61
972,ZnCl2,0.0,4.5,1.81
973,ZnCl2,2.5,3.0,1.63
974,ZnCl2,1.33,3.0,1.88
975,ZnCl2,0.0,3.0,2.15
976,ZnCl2,1.33,2.5,2.0
977,ZnCl2,0.0,2.5,2.3
978,ZnCl2,0.0,1.33,2.48
979,ZnF2,2.0,4.0,2.39
980,ZnF2,0.0,4.0,2.3
981,ZnF2,0.0,2.0,3.0
982,ZnSe2O5,0.0,3.0,3.27
983,ZnSeO3,1.0,2.0,3.23
984,ZnSeO3,0.0,2.0,3.49
985,ZnSeO3,0.0,1.0,3.88
986,ZnSeO4,1.0,6.0,2.21
987,ZnSeO4,0.0,6.0,2.34
988,ZnSeO4,0.0,1.0,3.91
989,ZnSO4,6.0,7.0,1.54
990,ZnSO4,4.0,7.0,2.4
991,ZnSO4,2.0,7.0,1.71
992,ZnSO4,1.0,7.0,1.83
993,ZnSO4,0.0,7.0,1.95
994,ZnSO4,4.0,6.0,1.52
995,ZnSO4,2.0,6.0,1.8
996,ZnSO4,1.0,6.0,1.93
997,ZnSO4,0.0,6.0,2.07
998,ZnSO4,1.0,2.0,3.0
999,ZnSO4,0.0,2.0,3.3
1000,ZnSO4,0.0,1.0,3.37
1002,Zr(SO4)2,1.0,4.0,2.7
1003,Zr(SO4)2,0.0,4.0,2.85
1004,Zr(SO4)2,0.0,1.0,2.95
1005,ZrF4,1.0,3.0,2.51
1006,ZrF4,0.0,3.0,2.74
1007,ZrF4,0.0,1.0,3.55
1008,ZrOCl2,6.0,8.0,1.27
1009,ZrOCl2,3.5,8.0,1.54
1010,ZrOCl2,2.0,8.0,1.7
1011,ZrOCl2,0.0,8.0,1.91
