idx,Base salt,Initial loading,Final loading,Fitness
1890,VCl4,5,8.0,50.346894
1891,KI,0,2.0,50.5082
1892,MnCl2,0,1.0,65.311986
1893,BeCl2,8,12.0,28.381925115
1894,YCl3,4,6.0,61.408795950000005
1895,MnCl4,5,8.0,50.159
1896,BeF2,8,12.0,21.164512261499997
1897,NiBr3,0,3.0,43.11723966666667
1898,NaI,1,3.0,45.36552188
1899,GeF4,5,8.0,38.702064892
1900,BaCl2,8,12.0,47.15980200000001
1901,AlF3,2,3.0,54.667577464
1902,MgCl2,1,2.0,65.218176
1903,LaF3,3,6.0,36.15881256866667
1904,YI3,4,7.0,69.82192
1905,LaBr3,1,3.0,70.07542749999999
1906,PbBr2,4,9.0,37.5722226
1907,BaCl2,4,8.0,37.279368000000005
1908,ScCl3,4,6.0,57.23386695000001
1909,CaBr2,2,4.0,56.14848399999999
1910,VCl4,2,4.0,60.51323575000001
1911,GaCl3,6,9.0,47.865792000000006
1912,SrBr2,8,12.0,50.239488
1913,ZrF4,5,8.0,41.744124797333335
1914,SnF4,5,8.0,42.532592652
1915,MoCl4,2,4.0,64.886334
1916,CaI2,4,8.0,49.49460225000001
1917,MgI2,6,9.0,53.36687933333334
1918,SnF2,2,4.0,43.939431768
1919,BaF2,8,12.0,37.6646412135
1920,MoCl4,5,8.0,52.42619433333334
1921,ZnBr2,4,8.0,38.493616
1922,CaCl2,9,12.0,40.047522666666666
1923,GaCl3,4,6.0,56.739157500000005
1924,BaBr2,1,4.0,46.8244
1925,CaCl2,6,9.0,35.92174766666667
1926,MgCl2,9,12.0,35.67218400000001
1927,MgI2,8,12.0,50.24996899999999
1928,PbI4,0,5.0,49.4204302
1929,ZrCl4,5,8.0,52.248014000000005
1930,PbCl4,0,2.0,64.30201400000001
1931,CoI2,8,12.0,50.89009095000001
1932,WCl4,5,8.0,56.19663600000001
1933,RbF,1,2.0,56.586315786
1934,NaCl,1,2.0,44.80425322000001
1935,HfF4,2,4.0,51.85667974199999
1936,NaI,0,1.0,60.78315574
1937,NiI2,8,12.0,50.28239675
1938,ZrF4,2,3.0,71.868701456
1939,CaI2,8,12.0,52.97111775
1940,SnCl4,5,8.0,53.26329200000001
1941,GeBr2,2,4.0,55.027739999999994
1942,VBr2,6,9.0,44.397211166666665
1943,ZnI2,8,12.0,51.0579945
1944,HfF4,5,8.0,45.45654883466667
