idx,Base salt,Initial loading,Final loading,Fitness
555,LiBr,1,4.0,1.873
556,CrI3,0,6.0,2.031
557,CsF,0,2.0,1.993
558,CuCl2,4,12.0,1.748
559,GaBr3,2,9.0,1.912
560,PbBr2,2,12.0,1.893
561,WF4,3,8.0,1.955
562,PbCl2,0,4.0,1.991
563,SrI2,1,7.0,1.953
564,PbF2,0,2.0,2.061
565,SnF2,4,12.0,1.793
566,MgBr2,4,9.0,1.839
567,VI4,0,8.0,1.974
568,MgBr2,0,2.0,1.944
569,SrI2,1,6.0,1.946
570,ScBr3,3,9.0,1.822
571,SrBr2,4,12.0,1.743
572,YCl3,3,9.0,1.713
573,ScCl3,4,9.0,1.675
574,SrBr2,0,4.0,1.901
575,CaI2,0,4.0,1.904
576,SrF2,0,2.0,1.935
577,TiF4,2,5.0,1.787
578,CaI2,4,12.0,1.752
579,GaCl3,2,6.0,1.799
580,BaI2,2,12.0,1.785
581,PbF2,4,12.0,1.812
582,NaBr,0,2.0,1.831
583,MnCl4,3,8.0,1.744
584,PbBr4,0,8.0,1.9
585,BaF2,0,2.0,1.914
586,MnCl4,0,3.0,1.809
587,CaI2,1,6.0,1.827
588,SnF4,2,5.0,1.836
589,MgI2,1,4.0,1.869
590,LiCl,1,3.0,1.625
591,LiBr,0,1.0,1.859
592,MgI2,2,6.0,1.826
593,SnBr2,0,4.0,1.863
594,PbBr2,0,4.0,1.871
595,GaI3,1,9.0,1.803
596,ZnF2,2,4.0,1.786
597,MgBr2,6,12.0,1.629
598,GaI3,0,6.0,1.85
599,RbBr,0,4.0,1.734
600,SnF2,0,2.0,1.848
601,MgI2,4,9.0,1.765
602,CaCl2,1,4.0,1.618
603,VBr4,0,5.0,1.817
604,NaBr,1,4.0,1.687
605,SnI2,2,12.0,1.701
606,YCl3,3,8.0,1.674
607,KCl,1,4.0,1.525
608,PbCl4,0,4.0,1.8
609,YCl3,0,3.0,1.699
610,SrI2,2,8.0,1.753
611,BaBr2,1,6.0,1.769
612,SnCl2,4,12.0,1.579
613,SrI2,4,12.0,1.642
614,BaI2,2,9.0,1.742
615,HfF4,0,2.0,1.825
616,SnCl4,3,8.0,1.674
617,SnBr4,0,5.0,1.778
618,CaCl2,0,2.0,1.642
619,KI,0,4.0,1.65
620,ZrF4,3,8.0,1.623
621,HfF4,3,8.0,1.702
622,SrCl2,2,6.0,1.645
623,PbCl2,4,12.0,1.61
624,ScBr3,0,3.0,1.72
625,SrCl2,0,2.0,1.71
626,YBr3,3,9.0,1.627
627,KF,0,1.0,1.625
628,LaBr3,3,10.0,1.675
629,YBr3,3,8.0,1.663
630,BaI2,0,4.0,1.728
631,SnCl4,0,3.0,1.671
632,LaCl3,0,3.0,1.685
633,LiBr,1,3.0,1.592
634,NaI,0,2.0,1.668
635,CaBr2,1,4.0,1.63
636,SrBr2,2,6.0,1.644
637,BeI2,4,12.0,1.54
638,TiF4,4,8.0,1.496
639,GeBr2,4,12.0,1.489
640,SrI2,0,4.0,1.636
641,CaBr2,4,9.0,1.52
642,GeF4,4,8.0,1.524
643,SrI2,2,7.0,1.604
644,BaI2,1,6.0,1.624
645,KCl,0,2.0,1.413
646,SrCl2,6,12.0,1.379
647,SnBr2,4,12.0,1.482
648,MgI2,0,2.0,1.628
649,YCl3,3,7.0,1.513
650,VBr4,0,4.0,1.604
651,MgI2,6,12.0,1.465
652,LiI,1,3.0,1.556
653,KF,2,4.0,1.386
654,HfF4,2,5.0,1.589
655,SnF4,4,8.0,1.514
656,BeF2,2,4.0,1.447
657,SnCl2,0,2.0,1.579
658,SrBr2,4,9.0,1.512
659,LaCl3,3,9.0,1.426
660,RbCl,1,4.0,1.42
661,SrBr2,0,2.0,1.593
662,PbBr2,4,12.0,1.486
663,SrI2,2,6.0,1.554
664,LaBr3,0,3.0,1.581
665,KBr,1,4.0,1.405
666,CaBr2,0,2.0,1.529
667,BaI2,4,12.0,1.438
668,MgCl2,0,1.0,1.464
669,CaI2,4,9.0,1.474
670,BeBr2,4,9.0,1.413
671,MnBr2,4,9.0,1.457
672,SnI2,0,4.0,1.552
673,CsF,0,1.0,1.556
674,YBr3,0,3.0,1.516
675,MnCl4,2,5.0,1.438
676,YBr3,3,7.0,1.489
677,VF3,3,6.0,1.429
678,SrI2,4,9.0,1.474
679,SnBr4,0,4.0,1.526
680,CaI2,6,12.0,1.37
681,YCl3,3,6.0,1.433
682,ScCl3,3,6.0,1.363
683,GeF4,2,4.0,1.453
684,LaCl3,3,7.0,1.447
685,MgCl2,2,4.0,1.346
686,GaCl3,0,2.0,1.435
687,GaI3,1,6.0,1.501
688,BaCl2,2,6.0,1.421
689,GaBr3,2,6.0,1.458
690,LiI,0,1.0,1.486
691,MgBr2,4,8.0,1.346
692,BaCl2,0,2.0,1.458
693,SrBr2,6,12.0,1.3
694,CaI2,2,6.0,1.409
695,LiCl,2,4.0,1.253
696,MgI2,4,8.0,1.39
697,PbI2,0,4.0,1.472
698,CaI2,1,4.0,1.416
699,LaBr3,3,9.0,1.36
700,PbCl2,0,2.0,1.461
701,NaCl,0,1.0,1.321
702,GaI3,3,9.0,1.388
703,SnCl4,4,8.0,1.333
704,BaBr2,2,6.0,1.386
705,SrBr2,1,4.0,1.38
706,LaBr3,3,8.0,1.378
707,SnI2,4,12.0,1.319
708,RbF,2,4.0,1.305
709,BaCl2,6,12.0,1.228
710,GeF4,3,5.0,1.342
711,TiF4,2,4.0,1.309
712,NaCl,2,4.0,1.22
713,PbI2,4,12.0,1.34
714,LaBr3,3,7.0,1.383
715,MgBr2,2,4.0,1.348
716,RbCl,0,2.0,1.293
717,SnF4,2,4.0,1.363
718,RbBr,1,4.0,1.308
719,LiCl,1,2.0,1.239
720,YBr3,3,6.0,1.362
721,CaF2,2,4.0,1.247
722,MnCl4,0,2.0,1.318
723,ScBr3,3,6.0,1.311
724,KBr,0,2.0,1.252
725,TiF4,3,5.0,1.236
726,KI,1,4.0,1.248
727,KF,1,2.0,1.196
728,BaBr2,0,2.0,1.338
729,SnBr2,0,2.0,1.329
730,SrI2,6,12.0,1.201
731,PbCl4,4,8.0,1.27
732,BaI2,2,6.0,1.292
733,BeBr2,4,8.0,1.205
734,SnF4,3,5.0,1.263
735,PbBr2,0,2.0,1.333
736,MgBr2,8,12.0,1.142
737,LaCl3,3,6.0,1.241
738,BaBr2,6,12.0,1.167
739,VBr4,4,8.0,1.253
740,SrI2,0,2.0,1.296
741,BaI2,4,9.0,1.239
742,BeI2,4,9.0,1.2
743,GaBr3,0,2.0,1.255
744,NaBr,0,1.0,1.231
745,LiBr,1,2.0,1.206
746,BaI2,0,2.0,1.277
747,MgBr2,0,1.0,1.249
748,MgBr2,6,9.0,1.158
749,CaI2,0,2.0,1.231
750,MgI2,2,4.0,1.219
751,CaCl2,2,4.0,1.085
752,KCl,2,4.0,1.028
753,SrI2,1,4.0,1.197
754,SrI2,4,8.0,1.176
755,BaI2,1,4.0,1.216
756,LiBr,2,4.0,1.115
757,SnBr4,0,3.0,1.216
758,BeI2,4,8.0,1.144
759,LiI,1,2.0,1.175
760,VF4,5,8.0,1.074
761,SiF4,5,8.0,1.063
762,LaBr3,3,6.0,1.179
763,RbBr,0,2.0,1.126
764,AlCl3,6,9.0,1.013
765,SrI2,7,12.0,1.071
766,TiF4,5,8.0,1.041
767,NaBr,2,4.0,1.076
768,GeCl2,2,4.0,1.081
769,BaI2,6,12.0,1.076
770,VCl4,5,8.0,1.054
771,KI,0,2.0,1.111
772,MnCl2,0,1.0,1.131
773,MnCl4,5,8.0,1.053
774,GeF4,5,8.0,1.057
775,AlF3,2,3.0,1.071
776,MgCl2,1,2.0,1.049
777,ScCl3,4,6.0,1.011
778,ScCl3,6,9.0,0.963
779,CaBr2,2,4.0,1.079
780,GaCl3,6,9.0,0.997
781,ZrF4,5,8.0,1.029
782,SnF4,5,8.0,1.05
783,MgI2,6,9.0,1.063
784,SnF2,2,4.0,1.074
785,MoCl4,5,8.0,1.029
786,MgCl2,9,12.0,0.9
787,MgI2,8,12.0,0.997
788,RbF,1,2.0,1.04
789,NaCl,1,2.0,0.974
790,NaI,0,1.0,1.074
791,SnCl4,5,8.0,1.01
792,HfF4,5,8.0,1.031
793,RbCl,2,4.0,0.952
794,CaCl2,0,1.0,0.983
795,KBr,2,4.0,0.947
796,VCl3,6,9.0,0.919
797,GaI3,0,3.0,1.049
798,MnCl2,6,9.0,0.928
799,SrF2,2,4.0,0.975
