idx,Base salt,Initial loading,Final loading,Fitness,Origin
5345,Ni3(AsO4)2,4.0,8.0,3.088888888888889,s
1338,SrF2,2.0,12.0,1.4911822338340954,s
5210,Ba(BrO3)2,1.0,10.0,2.2439024390243905,s
973,ZnCl2,2.5,3.0,1.63,e
15,Al2(SO4)3,0.0,16.5,1.77,e
5227,NaClO4,0.0,3.0,1.868131868131868,s
5202,Mg3(AsO4)2,2.0,8.0,2.4675324675324672,s
3448,ZrCl4,0.0,4.0,2.1246169560776305,s
3815,TiF3,3.0,6.0,1.8825136612021856,s
1225,VF3,0.0,6.0,1.9772045590881824,s
5082,AlAsO4,4.0,11.0,1.859504132231405,s
5229,Mn2P2O7,1.0,6.0,2.4246575342465753,s
2197,SrI2,1.0,8.0,2.375,s
4609,LaBr3,7.0,9.0,2.0093457943925235,s
3419,VF4,1.0,4.0,1.9575253924284397,s
4628,VI2,7.0,8.0,2.2727272727272725,s
4574,ScI3,6.0,8.0,2.6041666666666665,s
1345,SrCl2,2.0,12.0,1.3600248292985722,s
1530,CaBr2,4.0,9.0,1.8138424821002388,s
5573,TiPO4,9.0,11.0,1.777777777777778,s
427,LaCl3,1.0,7.0,2.12,e
1563,CaI2,6.0,12.0,1.6789215686274512,s
5241,AlAsO4,6.0,11.0,1.8636363636363635,s
732,NH4Co(SO4)2,0.0,12.0,1.76,e
3547,SrF2,0.0,2.0,2.918552036199095,s
5678,Co3(AsO4)2,7.0,8.0,3.166666666666667,s
1035,ZnCl2,0.0,12.0,1.429408891060088,s
1879,VF4,0.0,5.0,1.8823880597014928,s
4326,MoBr3,7.0,9.0,2.0923482849604222,s
3152,TiF3,0.0,6.0,1.882426516572858,s
3780,VBr2,0.0,2.0,3.00196463654224,s
540,MgSO4,2.0,4.0,1.64,e
1738,LiBr,2.0,3.0,1.927170868347339,s
376,K2Mn(SO4)2,0.0,4.0,2.3,e
330,H2SO4,1.0,3.0,1.39,e
4915,Ni3(PO4)2,4.0,8.0,2.734693877551021,s
4123,GeBr2,2.0,4.0,2.5634146341463415,s
1694,SnBr2,2.0,4.0,2.774390243902439,s
158,CdF2,0.0,2.0,4.02,e
2594,ZnBr2,8.0,12.0,1.6959152798789712,s
4697,GeCl2,8.0,9.0,1.65625,s
2141,AlF3,2.0,6.0,1.8385416666666667,s
3600,CoF3,3.0,6.0,2.1820418204182044,s
4281,PbBr4,5.0,8.0,3.0,s
4788,MnSe2,0.0,1.0,6.979310344827587,s
1955,BeF2,2.0,12.0,1.3777777777777778,s
4671,GaCl3,7.0,8.0,1.8298969072164948,s
5439,Ca3(PO4)2,3.0,7.0,2.06,s
2481,VCl4,2.0,5.0,1.9150417827298052,s
3806,GaCl3,0.0,2.0,2.194189602446483,s
1171,HfF4,3.0,5.0,2.8072289156626504,s
1709,SrI2,4.0,6.0,2.7184466019417477,s
3385,NiI2,0.0,9.0,2.396858638743456,s
5550,Zn3(PO4)2,4.0,7.0,2.846153846153846,s
4604,TiCl4,4.0,5.0,1.8565217391304347,s
2233,VCl4,0.0,4.0,1.9885773624091383,s
3621,NaBr,1.0,4.0,1.8417030567685588,s
1619,CaI2,0.0,2.0,2.823394495412844,s
3279,BaF2,0.0,6.0,2.407129455909943,s
3464,HfBr4,0.0,5.0,3.4562798092209857,s
413,La(NO3)3,3.0,6.0,2.06,e
4267,ZnI2,2.0,4.0,3.086505190311419,s
329,H2SO4,2.0,3.0,1.22,e
1119,GaI3,0.0,9.0,2.448687350835322,s
3755,BaF2,2.0,6.0,2.408874801901743,s
2432,BaF2,2.0,6.0,2.408874801901743,s
2145,BaCl2,1.0,9.0,1.9028776978417263,s
2852,SrI2,2.0,4.0,2.702797202797203,s
4851,CrAsO4,2.0,11.0,1.9629629629629628,s
458,LiMnF4,0.0,1.0,2.9,e
697,Nd(NO3)3,4.0,6.0,1.89,e
1753,GeF4,4.0,5.0,2.1290322580645165,s
4807,BaSe,0.0,4.0,3.637606837606838,s
5667,Pb(IO3)2,1.0,2.0,4.888888888888889,s
890,UO2(CHOO)2,0.0,1.0,3.68,e
2785,BeCl2,9.0,12.0,1.284246575342466,s
2356,CaI2,2.0,8.0,1.911904761904762,s
2717,ScBr3,4.0,6.0,2.251732101616628,s
84,Ca(H2PO4)2,0.0,1.0,2.23,e
1085,BaBr2,0.0,12.0,1.68736303871439,s
2152,ZnI2,0.0,6.0,2.8230088495575223,s
1230,ScCl3,0.0,9.0,1.410379625180202,s
941,WO3,0.0,1.0,5.75,e
2831,PbCl4,3.0,5.0,2.746575342465754,s
